"participant","session","condition","trialType","posture","blockNum","trialNum","switchTrialType","congruentTrialType","cueType","shapeType","shapeColor","response","correctResponse","correct","reactionTime","date","utcTime","condblock","correct_bin"
57,1,9,"experiment","sitting",2,49,"switch","incongruent","solid","square","blue","left","left","yes",1217.01693534851,"2021-12-03 15:45:00",1638568538.87555,"sitting2",1
57,1,9,"experiment","sitting",3,2,"switch","congruent","solid","triangle","blue","left","left","yes",499.692916870117,"2021-12-03 15:45:00",1638568555.132,"sitting3",1
57,1,9,"experiment","sitting",3,3,"noswitch","congruent","solid","square","yellow","right","right","yes",548.464059829712,"2021-12-03 15:45:00",1638568557.0252,"sitting3",1
57,1,9,"experiment","sitting",3,4,"noswitch","incongruent","solid","square","blue","left","left","yes",525.016069412231,"2021-12-03 15:45:00",1638568558.91856,"sitting3",1
57,1,9,"experiment","sitting",3,5,"noswitch","incongruent","solid","square","blue","left","left","yes",757.497072219849,"2021-12-03 15:45:00",1638568560.98759,"sitting3",1
57,1,9,"experiment","sitting",3,6,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",325.773954391479,"2021-12-03 15:45:00",1638568562.64041,"sitting3",1
57,1,9,"experiment","sitting",3,7,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",415.274858474731,"2021-12-03 15:45:00",1638568564.41162,"sitting3",1
57,1,9,"experiment","sitting",3,8,"noswitch","congruent","solid","triangle","blue","left","left","yes",540.599822998047,"2021-12-03 15:45:00",1638568566.30529,"sitting3",1
57,1,9,"experiment","sitting",3,9,"switch","incongruent","dashed","triangle","yellow","left","left","yes",548.180103302002,"2021-12-03 15:45:00",1638568568.19372,"sitting3",1
57,1,9,"experiment","sitting",3,10,"noswitch","congruent","dashed","triangle","blue","left","left","yes",507.510900497437,"2021-12-03 15:45:00",1638568570.02381,"sitting3",1
57,1,9,"experiment","sitting",3,11,"noswitch","congruent","dashed","square","yellow","right","right","yes",358.38508605957,"2021-12-03 15:45:00",1638568571.7411,"sitting3",1
57,1,9,"experiment","sitting",3,12,"noswitch","congruent","dashed","square","yellow","right","right","yes",500.091075897217,"2021-12-03 15:45:00",1638568573.57041,"sitting3",1
57,1,9,"experiment","sitting",3,13,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",473.417997360229,"2021-12-03 15:45:00",1638568575.40074,"sitting3",1
57,1,9,"experiment","sitting",3,14,"switch","congruent","solid","square","yellow","right","right","yes",668.1809425354,"2021-12-03 15:45:00",1638568577.41096,"sitting3",1
57,1,9,"experiment","sitting",3,16,"noswitch","congruent","dashed","triangle","blue","left","left","yes",634.541034698486,"2021-12-03 15:45:00",1638568587.18148,"sitting3",1
57,1,9,"experiment","sitting",3,17,"noswitch","incongruent","dashed","square","blue","right","right","yes",608.199119567871,"2021-12-03 15:45:00",1638568589.13168,"sitting3",1
57,1,9,"experiment","sitting",3,18,"switch","congruent","solid","triangle","blue","left","left","yes",1016.70908927917,"2021-12-03 15:45:00",1638568591.49666,"sitting3",1
57,1,9,"experiment","sitting",3,19,"switch","congruent","dashed","triangle","blue","left","left","yes",375.59700012207,"2021-12-03 15:45:00",1638568593.20641,"sitting3",1
57,1,9,"experiment","sitting",3,20,"switch","congruent","solid","triangle","blue","left","left","yes",929.843902587891,"2021-12-03 15:45:00",1638568595.44918,"sitting3",1
57,1,9,"experiment","sitting",3,21,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",401.440858840942,"2021-12-03 15:45:00",1638568597.22341,"sitting3",1
57,1,9,"experiment","sitting",3,22,"noswitch","congruent","solid","square","yellow","right","right","yes",382.351875305176,"2021-12-03 15:45:00",1638568598.93436,"sitting3",1
57,1,9,"experiment","sitting",3,23,"switch","congruent","dashed","triangle","blue","left","left","yes",385.267019271851,"2021-12-03 15:45:00",1638568600.64532,"sitting3",1
57,1,9,"experiment","sitting",3,24,"switch","incongruent","solid","square","blue","left","left","yes",1221.1549282074,"2021-12-03 15:45:00",1638568603.18714,"sitting3",1
57,1,9,"experiment","sitting",3,25,"switch","incongruent","dashed","square","blue","right","right","yes",508.330106735229,"2021-12-03 15:45:00",1638568605.02003,"sitting3",1
57,1,9,"experiment","sitting",3,26,"noswitch","incongruent","dashed","square","blue","left","right","no",1062.46113777161,"2021-12-03 15:45:00",1638568607.44161,"sitting3",0
57,1,9,"experiment","sitting",3,27,"noswitch","incongruent","dashed","square","blue","right","right","yes",440.630912780762,"2021-12-03 15:45:00",1638568614.20421,"sitting3",1
57,1,9,"experiment","sitting",3,28,"noswitch","congruent","dashed","triangle","blue","left","left","yes",1182.34705924988,"2021-12-03 15:45:00",1638568616.75127,"sitting3",1
57,1,9,"experiment","sitting",3,29,"switch","incongruent","solid","square","blue","left","left","yes",476.142883300781,"2021-12-03 15:45:00",1638568618.5813,"sitting3",1
57,1,9,"experiment","sitting",3,30,"switch","congruent","dashed","square","yellow","right","right","yes",446.352958679199,"2021-12-03 15:45:00",1638568620.35248,"sitting3",1
57,1,9,"experiment","sitting",3,31,"switch","incongruent","solid","triangle","yellow","right","right","yes",618.802070617676,"2021-12-03 15:45:00",1638568622.30083,"sitting3",1
57,1,9,"experiment","sitting",3,32,"noswitch","incongruent","solid","square","blue","left","left","yes",547.90186882019,"2021-12-03 15:45:00",1638568624.19285,"sitting3",1
57,1,9,"experiment","sitting",3,33,"noswitch","congruent","solid","square","yellow","right","right","yes",415.180921554565,"2021-12-03 15:45:00",1638568625.9673,"sitting3",1
57,1,9,"experiment","sitting",3,34,"switch","incongruent","dashed","triangle","yellow","left","left","yes",950.927019119263,"2021-12-03 15:45:00",1638568628.26957,"sitting3",1
57,1,9,"experiment","sitting",3,35,"switch","congruent","solid","triangle","blue","right","left","no",1156.95691108704,"2021-12-03 15:45:00",1638568630.75055,"sitting3",0
57,1,9,"experiment","sitting",3,36,"switch","congruent","dashed","triangle","blue","left","left","yes",484.705924987793,"2021-12-03 15:45:00",1638568637.58076,"sitting3",1
57,1,9,"experiment","sitting",3,37,"switch","incongruent","solid","square","blue","left","left","yes",524.909019470215,"2021-12-03 15:45:00",1638568639.47004,"sitting3",1
57,1,9,"experiment","sitting",3,38,"noswitch","congruent","solid","square","yellow","right","right","yes",787.794828414917,"2021-12-03 15:45:00",1638568641.60251,"sitting3",1
57,1,9,"experiment","sitting",3,39,"noswitch","congruent","solid","triangle","blue","left","left","yes",382.036924362183,"2021-12-03 15:45:00",1638568643.31511,"sitting3",1
57,1,9,"experiment","sitting",3,40,"switch","congruent","dashed","square","yellow","right","right","yes",365.531921386719,"2021-12-03 15:45:00",1638568645.02971,"sitting3",1
57,1,9,"experiment","sitting",3,41,"switch","incongruent","solid","triangle","yellow","right","right","yes",1213.74607086182,"2021-12-03 15:45:00",1638568647.56813,"sitting3",1
57,1,9,"experiment","sitting",3,42,"switch","incongruent","dashed","square","blue","right","right","yes",702.327966690063,"2021-12-03 15:45:00",1638568649.637,"sitting3",1
57,1,9,"experiment","sitting",3,43,"switch","congruent","solid","square","yellow","right","right","yes",545.949935913086,"2021-12-03 15:45:00",1638568651.52869,"sitting3",1
57,1,9,"experiment","sitting",3,44,"switch","incongruent","dashed","triangle","yellow","left","left","yes",544.902086257935,"2021-12-03 15:45:00",1638568653.42225,"sitting3",1
57,1,9,"experiment","sitting",3,45,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",765.680074691772,"2021-12-03 15:45:00",1638568655.5466,"sitting3",1
57,1,9,"experiment","sitting",3,46,"noswitch","congruent","dashed","square","yellow","right","right","yes",302.397966384888,"2021-12-03 15:45:00",1638568657.20227,"sitting3",1
57,1,9,"experiment","sitting",3,47,"noswitch","incongruent","dashed","square","blue","right","right","yes",447.365045547485,"2021-12-03 15:45:00",1638568658.97234,"sitting3",1
57,1,9,"experiment","sitting",3,48,"switch","incongruent","solid","triangle","yellow","left","right","no",1299.59511756897,"2021-12-03 15:45:00",1638568661.63596,"sitting3",0
57,1,9,"experiment","sitting",3,49,"switch","incongruent","dashed","triangle","yellow","left","left","yes",360.144138336182,"2021-12-03 15:45:00",1638568668.34255,"sitting3",1
57,1,9,"experiment","sitting",4,2,"switch","incongruent","dashed","square","blue","right","right","yes",390.113115310669,"2021-12-03 15:45:00",1638568688.74949,"sitting4",1
57,1,9,"experiment","sitting",4,3,"noswitch","congruent","dashed","triangle","blue","left","left","yes",632.752895355225,"2021-12-03 15:45:00",1638568690.6989,"sitting4",1
57,1,9,"experiment","sitting",4,4,"switch","congruent","solid","triangle","blue","left","left","yes",428.220987319946,"2021-12-03 15:45:00",1638568692.46736,"sitting4",1
57,1,9,"experiment","sitting",4,5,"switch","incongruent","dashed","triangle","yellow","left","left","yes",504.928112030029,"2021-12-03 15:45:00",1638568694.29571,"sitting4",1
57,1,9,"experiment","sitting",4,6,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",405.955076217651,"2021-12-03 15:45:00",1638568696.06697,"sitting4",1
57,1,9,"experiment","sitting",4,7,"noswitch","congruent","dashed","square","yellow","right","right","yes",392.644882202148,"2021-12-03 15:45:00",1638568697.77951,"sitting4",1
57,1,9,"experiment","sitting",4,8,"switch","congruent","solid","square","yellow","right","right","yes",796.386003494263,"2021-12-03 15:45:00",1638568699.9043,"sitting4",1
57,1,9,"experiment","sitting",4,9,"noswitch","congruent","solid","square","yellow","right","right","yes",443.295001983643,"2021-12-03 15:45:00",1638568701.67629,"sitting4",1
57,1,9,"experiment","sitting",4,10,"noswitch","congruent","solid","triangle","blue","left","left","yes",367.712020874023,"2021-12-03 15:45:00",1638568703.39374,"sitting4",1
57,1,9,"experiment","sitting",4,11,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",682.279109954834,"2021-12-03 15:45:00",1638568705.39992,"sitting4",1
57,1,9,"experiment","sitting",4,12,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",796.401023864746,"2021-12-03 15:45:00",1638568707.52528,"sitting4",1
57,1,9,"experiment","sitting",4,13,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",699.116945266724,"2021-12-03 15:45:00",1638568709.59149,"sitting4",1
57,1,9,"experiment","sitting",4,14,"switch","incongruent","dashed","square","blue","right","right","yes",482.779026031494,"2021-12-03 15:45:00",1638568711.42126,"sitting4",1
57,1,9,"experiment","sitting",4,15,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",673.338174819946,"2021-12-03 15:45:00",1638568713.42859,"sitting4",1
57,1,9,"experiment","sitting",4,16,"noswitch","congruent","dashed","square","yellow","right","right","yes",493.221998214722,"2021-12-03 15:45:00",1638568715.25916,"sitting4",1
57,1,9,"experiment","sitting",4,17,"noswitch","congruent","dashed","triangle","blue","left","left","yes",615.679979324341,"2021-12-03 15:45:00",1638568717.2078,"sitting4",1
57,1,9,"experiment","sitting",4,18,"noswitch","congruent","dashed","triangle","blue","left","left","yes",612.042903900146,"2021-12-03 15:45:00",1638568719.15573,"sitting4",1
57,1,9,"experiment","sitting",4,19,"switch","incongruent","solid","triangle","yellow","right","right","yes",334.78307723999,"2021-12-03 15:45:00",1638568720.80871,"sitting4",1
57,1,9,"experiment","sitting",4,20,"switch","incongruent","dashed","triangle","yellow","left","left","yes",429.306030273438,"2021-12-03 15:45:00",1638568722.58421,"sitting4",1
57,1,9,"experiment","sitting",4,21,"switch","congruent","solid","triangle","blue","left","left","yes",463.295936584473,"2021-12-03 15:45:00",1638568724.41508,"sitting4",1
57,1,9,"experiment","sitting",4,22,"noswitch","incongruent","solid","square","blue","left","left","yes",720.78013420105,"2021-12-03 15:45:00",1638568726.4815,"sitting4",1
57,1,9,"experiment","sitting",4,23,"switch","incongruent","dashed","square","blue","right","right","yes",529.141902923584,"2021-12-03 15:45:00",1638568728.37521,"sitting4",1
57,1,9,"experiment","sitting",4,24,"noswitch","congruent","dashed","triangle","blue","left","left","yes",1120.12600898743,"2021-12-03 15:45:00",1638568730.85717,"sitting4",1
57,1,9,"experiment","sitting",4,25,"switch","incongruent","solid","square","blue","left","left","yes",811.382055282593,"2021-12-03 15:45:00",1638568732.98277,"sitting4",1
57,1,9,"experiment","sitting",4,26,"switch","incongruent","dashed","square","blue","left","right","no",554.654121398926,"2021-12-03 15:45:00",1638568734.87346,"sitting4",0
57,1,9,"experiment","sitting",4,27,"switch","incongruent","solid","square","blue","left","left","yes",953.314065933228,"2021-12-03 15:45:00",1638568742.17319,"sitting4",1
57,1,9,"experiment","sitting",4,28,"switch","incongruent","dashed","triangle","yellow","left","left","yes",529.639005661011,"2021-12-03 15:45:00",1638568744.06265,"sitting4",1
57,1,9,"experiment","sitting",4,29,"switch","incongruent","solid","square","blue","right","left","no",1206.48598670959,"2021-12-03 15:45:00",1638568746.60387,"sitting4",0
57,1,9,"experiment","sitting",4,30,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",685.109853744507,"2021-12-03 15:45:00",1638568753.61001,"sitting4",1
57,1,9,"experiment","sitting",4,31,"noswitch","incongruent","solid","square","blue","left","left","yes",396.034955978393,"2021-12-03 15:45:00",1638568755.3209,"sitting4",1
57,1,9,"experiment","sitting",4,32,"switch","congruent","dashed","square","yellow","right","right","yes",542.071104049683,"2021-12-03 15:45:00",1638568757.21098,"sitting4",1
57,1,9,"experiment","sitting",4,33,"noswitch","congruent","dashed","square","yellow","right","right","yes",536.606073379517,"2021-12-03 15:45:00",1638568759.09831,"sitting4",1
57,1,9,"experiment","sitting",4,35,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",979.259967803955,"2021-12-03 15:45:00",1638568769.16852,"sitting4",1
57,1,9,"experiment","sitting",4,36,"switch","incongruent","dashed","square","blue","right","right","yes",649.278879165649,"2021-12-03 15:45:00",1638568771.1761,"sitting4",1
57,1,9,"experiment","sitting",4,37,"switch","incongruent","solid","square","blue","left","left","yes",633.737087249756,"2021-12-03 15:45:00",1638568773.18787,"sitting4",1
57,1,9,"experiment","sitting",4,38,"switch","incongruent","dashed","square","blue","right","right","yes",555.161952972412,"2021-12-03 15:45:00",1638568775.07769,"sitting4",1
57,1,9,"experiment","sitting",4,39,"switch","congruent","solid","square","yellow","right","right","yes",1051.04207992554,"2021-12-03 15:45:00",1638568777.44097,"sitting4",1
57,1,9,"experiment","sitting",4,40,"switch","congruent","dashed","triangle","blue","left","left","yes",559.867858886719,"2021-12-03 15:45:00",1638568779.32905,"sitting4",1
57,1,9,"experiment","sitting",4,41,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",441.888809204102,"2021-12-03 15:45:00",1638568781.09965,"sitting4",1
57,1,9,"experiment","sitting",4,42,"switch","congruent","solid","triangle","blue","left","left","yes",669.628858566284,"2021-12-03 15:45:00",1638568783.10917,"sitting4",1
57,1,9,"experiment","sitting",4,43,"noswitch","congruent","solid","triangle","blue","left","left","yes",381.88910484314,"2021-12-03 15:45:00",1638568784.8213,"sitting4",1
57,1,9,"experiment","sitting",4,44,"switch","congruent","dashed","square","yellow","right","right","yes",622.252941131592,"2021-12-03 15:45:00",1638568786.77106,"sitting4",1
57,1,9,"experiment","sitting",4,45,"noswitch","congruent","dashed","triangle","blue","left","left","yes",369.765996932983,"2021-12-03 15:45:00",1638568788.48298,"sitting4",1
57,1,9,"experiment","sitting",4,46,"noswitch","congruent","dashed","square","yellow","right","right","yes",399.325132369995,"2021-12-03 15:45:00",1638568790.19629,"sitting4",1
57,1,9,"experiment","sitting",4,47,"switch","congruent","solid","square","yellow","right","right","yes",477.735042572021,"2021-12-03 15:45:00",1638568792.02881,"sitting4",1
57,1,9,"experiment","sitting",4,48,"noswitch","congruent","solid","square","yellow","right","right","yes",331.780910491943,"2021-12-03 15:45:00",1638568793.68399,"sitting4",1
57,1,9,"experiment","sitting",4,49,"noswitch","congruent","solid","triangle","blue","left","left","yes",326.958894729614,"2021-12-03 15:45:00",1638568795.33714,"sitting4",1
57,1,9,"experiment","standing",1,2,"noswitch","incongruent","solid","square","blue","left","left","yes",331.399917602539,"2021-12-03 15:45:00",1638568930.50142,"standing1",1
57,1,9,"experiment","standing",1,3,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",353.764057159424,"2021-12-03 15:45:00",1638568932.21251,"standing1",1
57,1,9,"experiment","standing",1,4,"switch","incongruent","dashed","triangle","yellow","left","left","yes",340.811967849731,"2021-12-03 15:45:00",1638568933.92642,"standing1",1
57,1,9,"experiment","standing",1,5,"noswitch","incongruent","dashed","square","blue","right","right","yes",356.564998626709,"2021-12-03 15:45:00",1638568935.63967,"standing1",1
57,1,9,"experiment","standing",1,6,"noswitch","incongruent","dashed","square","blue","right","right","yes",401.849985122681,"2021-12-03 15:45:00",1638568937.4112,"standing1",1
57,1,9,"experiment","standing",1,7,"noswitch","incongruent","dashed","square","blue","right","right","yes",332.53812789917,"2021-12-03 15:45:00",1638568939.06463,"standing1",1
57,1,9,"experiment","standing",1,8,"switch","congruent","solid","square","yellow","right","right","yes",344.858169555664,"2021-12-03 15:45:00",1638568940.77783,"standing1",1
57,1,9,"experiment","standing",1,9,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",680.822849273682,"2021-12-03 15:45:00",1638568942.78665,"standing1",1
57,1,9,"experiment","standing",1,10,"switch","congruent","dashed","square","yellow","right","right","yes",854.118824005127,"2021-12-03 15:45:00",1638568944.9728,"standing1",1
57,1,9,"experiment","standing",1,11,"switch","congruent","solid","triangle","blue","left","left","yes",538.947105407715,"2021-12-03 15:45:00",1638568946.8651,"standing1",1
57,1,9,"experiment","standing",1,12,"switch","congruent","dashed","square","yellow","right","right","yes",431.960821151733,"2021-12-03 15:45:00",1638568948.63964,"standing1",1
57,1,9,"experiment","standing",1,13,"switch","incongruent","solid","square","blue","left","left","yes",686.362981796265,"2021-12-03 15:45:00",1638568950.64713,"standing1",1
57,1,9,"experiment","standing",1,14,"switch","incongruent","dashed","triangle","yellow","left","left","yes",514.780044555664,"2021-12-03 15:45:00",1638568952.47796,"standing1",1
57,1,9,"experiment","standing",1,15,"noswitch","congruent","dashed","triangle","blue","left","left","yes",402.163028717041,"2021-12-03 15:45:00",1638568954.19055,"standing1",1
57,1,9,"experiment","standing",1,16,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",407.597064971924,"2021-12-03 15:45:00",1638568955.96161,"standing1",1
57,1,9,"experiment","standing",1,17,"noswitch","congruent","dashed","triangle","blue","left","left","yes",394.873142242432,"2021-12-03 15:45:00",1638568957.67384,"standing1",1
57,1,9,"experiment","standing",1,18,"switch","congruent","solid","triangle","blue","left","left","yes",436.696052551269,"2021-12-03 15:45:00",1638568959.44461,"standing1",1
57,1,9,"experiment","standing",1,19,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",378.919124603271,"2021-12-03 15:45:00",1638568961.15682,"standing1",1
57,1,9,"experiment","standing",1,20,"noswitch","congruent","solid","triangle","blue","left","left","yes",542.268991470337,"2021-12-03 15:45:00",1638568963.04853,"standing1",1
57,1,9,"experiment","standing",1,21,"noswitch","congruent","solid","triangle","blue","left","left","yes",947.903156280518,"2021-12-03 15:45:00",1638568965.35154,"standing1",1
57,1,9,"experiment","standing",1,22,"noswitch","congruent","solid","triangle","blue","left","left","yes",359.341859817505,"2021-12-03 15:45:00",1638568967.06339,"standing1",1
57,1,9,"experiment","standing",1,23,"switch","incongruent","dashed","triangle","yellow","left","left","yes",398.87809753418,"2021-12-03 15:45:00",1638568968.77545,"standing1",1
57,1,9,"experiment","standing",1,24,"noswitch","congruent","dashed","triangle","blue","left","left","yes",407.983779907227,"2021-12-03 15:45:00",1638568970.54913,"standing1",1
57,1,9,"experiment","standing",1,25,"noswitch","congruent","dashed","square","yellow","right","right","yes",670.500993728638,"2021-12-03 15:45:00",1638568972.56364,"standing1",1
57,1,9,"experiment","standing",1,26,"switch","congruent","solid","square","yellow","right","right","yes",1271.79408073425,"2021-12-03 15:45:00",1638568975.16532,"standing1",1
57,1,9,"experiment","standing",1,27,"switch","incongruent","dashed","square","blue","right","right","yes",682.092905044556,"2021-12-03 15:45:00",1638568977.17392,"standing1",1
57,1,9,"experiment","standing",1,28,"noswitch","congruent","dashed","square","yellow","right","right","yes",528.854131698608,"2021-12-03 15:45:00",1638568979.0643,"standing1",1
57,1,9,"experiment","standing",1,29,"switch","incongruent","solid","triangle","yellow","right","right","yes",480.37314414978,"2021-12-03 15:45:00",1638568980.89451,"standing1",1
57,1,9,"experiment","standing",1,30,"switch","incongruent","dashed","triangle","yellow","right","left","no",449.815034866333,"2021-12-03 15:45:00",1638568982.66539,"standing1",0
57,1,9,"experiment","standing",1,31,"switch","incongruent","solid","square","blue","left","left","yes",492.340087890625,"2021-12-03 15:45:00",1638568989.50055,"standing1",1
57,1,9,"experiment","standing",1,32,"noswitch","congruent","solid","square","yellow","right","right","yes",433.120012283325,"2021-12-03 15:45:00",1638568991.27777,"standing1",1
57,1,9,"experiment","standing",1,33,"switch","congruent","dashed","square","yellow","right","right","yes",562.642097473145,"2021-12-03 15:45:00",1638568993.16772,"standing1",1
57,1,9,"experiment","standing",1,34,"switch","incongruent","solid","square","blue","left","left","yes",564.937114715576,"2021-12-03 15:45:00",1638568995.05676,"standing1",1
57,1,9,"experiment","standing",1,35,"switch","incongruent","dashed","square","blue","right","right","yes",691.601037979126,"2021-12-03 15:45:00",1638568997.12679,"standing1",1
57,1,9,"experiment","standing",1,36,"switch","incongruent","solid","square","blue","left","left","yes",754.693984985352,"2021-12-03 15:45:00",1638568999.25352,"standing1",1
57,1,9,"experiment","standing",1,37,"noswitch","congruent","solid","square","yellow","right","right","yes",357.49888420105,"2021-12-03 15:45:00",1638569000.96941,"standing1",1
57,1,9,"experiment","standing",1,38,"switch","congruent","dashed","triangle","blue","left","left","yes",936.951875686646,"2021-12-03 15:45:00",1638569003.27977,"standing1",1
57,1,9,"experiment","standing",1,39,"switch","congruent","solid","square","yellow","right","right","yes",1000.13899803162,"2021-12-03 15:45:00",1638569005.64398,"standing1",1
57,1,9,"experiment","standing",1,40,"noswitch","incongruent","solid","square","blue","left","left","yes",759.068012237549,"2021-12-03 15:45:00",1638569007.77182,"standing1",1
57,1,9,"experiment","standing",1,42,"noswitch","congruent","solid","triangle","blue","left","left","yes",544.348001480103,"2021-12-03 15:45:00",1638569017.38116,"standing1",1
57,1,9,"experiment","standing",1,43,"switch","incongruent","dashed","square","blue","right","right","yes",440.989017486572,"2021-12-03 15:45:00",1638569019.15159,"standing1",1
57,1,9,"experiment","standing",1,44,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",344.624042510986,"2021-12-03 15:45:00",1638569020.86409,"standing1",1
57,1,9,"experiment","standing",1,45,"noswitch","congruent","dashed","triangle","blue","left","left","yes",440.372943878174,"2021-12-03 15:45:00",1638569022.63608,"standing1",1
57,1,9,"experiment","standing",1,46,"noswitch","congruent","dashed","triangle","blue","left","left","yes",344.594955444336,"2021-12-03 15:45:00",1638569024.34804,"standing1",1
57,1,9,"experiment","standing",1,47,"switch","congruent","solid","square","yellow","right","right","yes",471.898078918457,"2021-12-03 15:45:00",1638569026.18197,"standing1",1
57,1,9,"experiment","standing",1,48,"switch","congruent","dashed","square","yellow","right","right","yes",522.343158721924,"2021-12-03 15:45:00",1638569028.0705,"standing1",1
57,1,9,"experiment","standing",1,49,"switch","incongruent","solid","triangle","yellow","right","right","yes",405.610084533691,"2021-12-03 15:45:00",1638569029.84192,"standing1",1
57,1,9,"experiment","standing",2,2,"noswitch","incongruent","solid","square","blue","left","left","yes",429.847002029419,"2021-12-03 15:45:00",1638569049.91736,"standing2",1
57,1,9,"experiment","standing",2,3,"noswitch","congruent","solid","square","yellow","right","right","yes",591.560125350952,"2021-12-03 15:45:00",1638569051.86694,"standing2",1
57,1,9,"experiment","standing",2,4,"switch","incongruent","dashed","square","blue","right","right","yes",375.949144363403,"2021-12-03 15:45:00",1638569053.57859,"standing2",1
57,1,9,"experiment","standing",2,5,"noswitch","congruent","dashed","square","yellow","right","right","yes",360.131025314331,"2021-12-03 15:45:00",1638569055.29123,"standing2",1
57,1,9,"experiment","standing",2,6,"switch","congruent","solid","square","yellow","right","right","yes",316.680908203125,"2021-12-03 15:45:00",1638569056.94543,"standing2",1
57,1,9,"experiment","standing",2,7,"noswitch","congruent","solid","triangle","blue","left","left","yes",325.915098190308,"2021-12-03 15:45:00",1638569058.59792,"standing2",1
57,1,9,"experiment","standing",2,8,"switch","incongruent","dashed","triangle","yellow","left","left","yes",326.236009597778,"2021-12-03 15:45:00",1638569060.25044,"standing2",1
57,1,9,"experiment","standing",2,9,"noswitch","incongruent","dashed","square","blue","right","right","yes",410.457134246826,"2021-12-03 15:45:00",1638569062.02492,"standing2",1
57,1,9,"experiment","standing",2,10,"noswitch","congruent","dashed","square","yellow","right","right","yes",620.209932327271,"2021-12-03 15:45:00",1638569063.97359,"standing2",1
57,1,9,"experiment","standing",2,11,"noswitch","incongruent","dashed","square","blue","right","right","yes",500.65016746521,"2021-12-03 15:45:00",1638569065.80435,"standing2",1
57,1,9,"experiment","standing",2,12,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",322.856903076172,"2021-12-03 15:45:00",1638569067.45604,"standing2",1
57,1,9,"experiment","standing",2,13,"noswitch","congruent","dashed","triangle","blue","left","left","yes",381.312131881714,"2021-12-03 15:45:00",1638569069.1707,"standing2",1
57,1,9,"experiment","standing",2,14,"noswitch","congruent","dashed","square","yellow","right","right","yes",383.213996887207,"2021-12-03 15:45:00",1638569070.88268,"standing2",1
57,1,9,"experiment","standing",2,15,"switch","incongruent","solid","square","blue","left","left","yes",446.578025817871,"2021-12-03 15:45:00",1638569072.65324,"standing2",1
57,1,9,"experiment","standing",2,16,"switch","congruent","dashed","triangle","blue","left","left","yes",425.815105438232,"2021-12-03 15:45:00",1638569074.42229,"standing2",1
57,1,9,"experiment","standing",2,17,"switch","incongruent","solid","triangle","yellow","right","right","yes",914.348840713501,"2021-12-03 15:45:00",1638569076.66689,"standing2",1
57,1,9,"experiment","standing",2,18,"switch","congruent","dashed","square","yellow","right","right","yes",604.328870773315,"2021-12-03 15:45:00",1638569078.61467,"standing2",1
57,1,9,"experiment","standing",2,19,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",361.330986022949,"2021-12-03 15:45:00",1638569080.32919,"standing2",1
57,1,9,"experiment","standing",2,20,"noswitch","incongruent","dashed","triangle","yellow","left","left","yes",412.123918533325,"2021-12-03 15:45:00",1638569082.10075,"standing2",1
57,1,9,"experiment","standing",2,21,"noswitch","incongruent","dashed","square","blue","right","right","yes",393.810987472534,"2021-12-03 15:45:00",1638569083.81347,"standing2",1
57,1,9,"experiment","standing",2,22,"switch","congruent","solid","triangle","blue","left","left","yes",476.679801940918,"2021-12-03 15:45:00",1638569085.64196,"standing2",1
57,1,9,"experiment","standing",2,23,"noswitch","incongruent","solid","triangle","yellow","right","right","yes",363.740921020508,"2021-12-03 15:45:00",1638569087.35273,"standing2",1
57,1,9,"experiment","standing",2,24,"switch","incongruent","dashed","triangle","yellow","left","left","yes",363.359928131104,"2021-12-03 15:45:00",1638569089.06358,"standing2",1
57,1,9,"experiment","standing",2,25,"noswitch","congruent","dashed","triangle","blue","left","left","yes",468.992948532104,"2021-12-03 15:45:00",1638569090.89248,"standing2",1
57,1,9,"experiment","standing",2,26,"switch","congruent","solid","square","yellow","right","right","yes",544.868230819702,"2021-12-03 15:45:00",1638569092.7844,"standing2",1
57,1,9,"experiment","standing",2,27,"switch","congruent","dashed","square","yellow","right","right","yes",475.857973098755,"2021-12-03 15:45:00",1638569094.6133,"standing2",1
57,1,9,"experiment","standing",2,28,"switch","incongruent","solid","triangle","yellow","right","right","yes",955.029010772705,"2021-12-03 15:45:00",1638569096.91822,"standing2",1
57,1,9,"experiment","standing",2,29,"noswitch","incongruent","solid","square","blue","left","left","yes",485.055923461914,"2021-12-03 15:45:00",1638569098.75089,"standing2",1
