"sj" "cb" "blockNumber" "blockType" "trialNum" "target" "targetImage" "distractor" "distractorImage" "posture" "setSize" "rt" "resp" "cresp" "ac"
1 1 3 "experimental" 123 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 626 "s" "s" 1
1 1 3 "experimental" 124 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 892 "h" "h" 1
1 1 3 "experimental" 125 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 783 "h" "h" 1
1 1 3 "experimental" 126 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 603 "s" "s" 1
1 1 3 "experimental" 127 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 723 "s" "s" 1
1 1 3 "experimental" 128 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 525 "h" "h" 1
10 2 2 "experimental" 1 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 716 "s" "s" 1
10 2 2 "experimental" 2 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 808 "h" "h" 1
10 2 2 "experimental" 3 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 683 "s" "s" 1
10 2 2 "experimental" 4 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1011 "h" "h" 1
10 2 2 "experimental" 5 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 1405 "s" "s" 1
10 2 2 "experimental" 6 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 826 "h" "h" 1
10 2 2 "experimental" 7 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 928 "s" "s" 1
10 2 2 "experimental" 8 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 735 "h" "h" 1
10 2 2 "experimental" 9 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 557 "s" "s" 1
10 2 2 "experimental" 10 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 918 "s" "s" 1
10 2 2 "experimental" 11 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 1277 "s" "s" 1
10 2 2 "experimental" 12 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 995 "h" "h" 1
10 2 2 "experimental" 13 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 814 "s" "s" 1
10 2 2 "experimental" 14 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 950 "h" "h" 1
10 2 2 "experimental" 15 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 1195 "h" "h" 1
10 2 2 "experimental" 16 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 877 "h" "h" 1
10 2 2 "experimental" 17 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 894 "h" "h" 1
10 2 2 "experimental" 18 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 763 "h" "h" 1
10 2 2 "experimental" 19 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 832 "s" "s" 1
10 2 2 "experimental" 20 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 739 "s" "s" 1
10 2 2 "experimental" 21 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 747 "h" "h" 1
10 2 2 "experimental" 22 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 912 "h" "h" 1
10 2 2 "experimental" 23 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 890 "s" "s" 1
10 2 2 "experimental" 24 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 1133 "s" "s" 1
10 2 2 "experimental" 25 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 874 "h" "h" 1
10 2 2 "experimental" 26 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 1412 "h" "h" 1
10 2 2 "experimental" 27 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 863 "s" "s" 1
10 2 2 "experimental" 28 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 869 "h" "h" 1
10 2 2 "experimental" 29 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 854 "s" "s" 1
10 2 2 "experimental" 30 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 1036 "s" "s" 1
10 2 2 "experimental" 31 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 1125 "h" "h" 1
10 2 2 "experimental" 32 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 940 "s" "s" 1
10 2 2 "experimental" 33 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 903 "h" "h" 1
10 2 2 "experimental" 34 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 731 "s" "s" 1
10 2 2 "experimental" 35 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1488 "h" "h" 1
10 2 2 "experimental" 36 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 827 "s" "s" 1
10 2 2 "experimental" 37 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 965 "s" "s" 1
10 2 2 "experimental" 38 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 1035 "s" "s" 1
10 2 2 "experimental" 39 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 873 "h" "h" 1
10 2 2 "experimental" 40 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 1105 "h" "h" 1
10 2 2 "experimental" 41 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 937 "s" "s" 1
10 2 2 "experimental" 42 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1144 "h" "h" 1
10 2 2 "experimental" 43 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 1437 "s" "s" 1
10 2 2 "experimental" 44 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 1081 "h" "h" 1
10 2 2 "experimental" 45 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 988 "s" "s" 1
10 2 2 "experimental" 46 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 1253 "s" "s" 1
10 2 2 "experimental" 47 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 1014 "h" "h" 1
10 2 2 "experimental" 48 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 1413 "h" "h" 1
10 2 2 "experimental" 49 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 1014 "s" "s" 1
10 2 2 "experimental" 50 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 1181 "h" "h" 1
10 2 2 "experimental" 51 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 1163 "s" "s" 1
10 2 2 "experimental" 52 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 1031 "s" "h" 0
10 2 2 "experimental" 53 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 1210 "h" "h" 1
10 2 2 "experimental" 54 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 972 "s" "s" 1
10 2 2 "experimental" 55 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1246 "h" "h" 1
10 2 2 "experimental" 56 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 996 "s" "s" 1
10 2 2 "experimental" 57 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 995 "h" "h" 1
10 2 2 "experimental" 58 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 961 "s" "s" 1
10 2 2 "experimental" 59 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 1199 "s" "s" 1
10 2 2 "experimental" 60 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 1054 "h" "h" 1
10 2 2 "experimental" 61 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1091 "h" "h" 1
10 2 2 "experimental" 62 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 943 "s" "s" 1
10 2 2 "experimental" 63 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 1025 "h" "h" 1
10 2 2 "experimental" 64 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 986 "s" "s" 1
10 2 2 "experimental" 65 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 1036 "s" "s" 1
10 2 2 "experimental" 66 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 1125 "s" "s" 1
10 2 2 "experimental" 67 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 1276 "s" "s" 1
10 2 2 "experimental" 68 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1834 "h" "h" 1
10 2 2 "experimental" 69 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 989 "h" "h" 1
10 2 2 "experimental" 70 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 1039 "h" "h" 1
10 2 2 "experimental" 71 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 834 "h" "h" 1
10 2 2 "experimental" 72 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 1114 "s" "s" 1
10 2 2 "experimental" 73 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1001 "h" "h" 1
10 2 2 "experimental" 74 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 914 "s" "s" 1
10 2 2 "experimental" 75 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 1569 "s" "s" 1
10 2 2 "experimental" 76 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 1059 "s" "s" 1
10 2 2 "experimental" 77 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 1039 "s" "s" 1
10 2 2 "experimental" 78 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 1087 "h" "h" 1
10 2 2 "experimental" 79 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 1448 "h" "h" 1
10 2 2 "experimental" 80 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 816 "h" "h" 1
10 2 2 "experimental" 81 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 872 "s" "s" 1
10 2 2 "experimental" 82 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 1089 "s" "s" 1
10 2 2 "experimental" 83 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 1091 "s" "s" 1
10 2 2 "experimental" 84 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 924 "h" "h" 1
10 2 2 "experimental" 85 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 1261 "h" "h" 1
10 2 2 "experimental" 86 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 952 "s" "s" 1
10 2 2 "experimental" 87 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 1078 "h" "h" 1
10 2 2 "experimental" 88 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1206 "h" "h" 1
10 2 2 "experimental" 89 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 815 "s" "s" 1
10 2 2 "experimental" 90 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 994 "h" "h" 1
10 2 2 "experimental" 91 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 1097 "s" "s" 1
10 2 2 "experimental" 92 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 1132 "s" "s" 1
10 2 2 "experimental" 93 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1169 "h" "h" 1
10 2 2 "experimental" 94 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 990 "h" "h" 1
10 2 2 "experimental" 95 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 1026 "s" "s" 1
10 2 2 "experimental" 96 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 808 "h" "h" 1
10 2 2 "experimental" 97 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 961 "s" "s" 1
10 2 2 "experimental" 98 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 917 "h" "h" 1
10 2 2 "experimental" 99 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 902 "s" "s" 1
10 2 2 "experimental" 100 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1203 "h" "h" 1
10 2 2 "experimental" 101 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 757 "s" "s" 1
10 2 2 "experimental" 102 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 909 "h" "h" 1
10 2 2 "experimental" 103 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 818 "s" "s" 1
10 2 2 "experimental" 104 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 764 "h" "h" 1
10 2 2 "experimental" 105 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 805 "h" "h" 1
10 2 2 "experimental" 106 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 1041 "s" "s" 1
10 2 2 "experimental" 107 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 859 "s" "s" 1
10 2 2 "experimental" 108 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 1202 "s" "s" 1
10 2 2 "experimental" 109 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1152 "h" "h" 1
10 2 2 "experimental" 110 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 1323 "h" "h" 1
10 2 2 "experimental" 111 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 812 "s" "s" 1
10 2 2 "experimental" 112 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 1385 "h" "h" 1
10 2 2 "experimental" 113 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 945 "s" "s" 1
10 2 2 "experimental" 114 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 1029 "s" "s" 1
10 2 2 "experimental" 115 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 1083 "h" "h" 1
10 2 2 "experimental" 116 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 813 "s" "s" 1
10 2 2 "experimental" 117 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1060 "h" "h" 1
10 2 2 "experimental" 118 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 874 "h" "h" 1
10 2 2 "experimental" 119 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 1051 "h" "h" 1
10 2 2 "experimental" 120 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 950 "s" "s" 1
10 2 2 "experimental" 121 "h" "h.bmp" "u" "u.bmp" "STANDING" 8 1316 "h" "h" 1
10 2 2 "experimental" 122 "h" "h.bmp" "e" "e.bmp" "STANDING" 8 1296 "h" "h" 1
10 2 2 "experimental" 123 "s" "s.bmp" "u" "u.bmp" "STANDING" 8 1174 "s" "s" 1
10 2 2 "experimental" 124 "h" "h.bmp" "e" "e.bmp" "STANDING" 4 671 "h" "h" 1
10 2 2 "experimental" 125 "h" "h.bmp" "u" "u.bmp" "STANDING" 4 929 "h" "h" 1
10 2 2 "experimental" 126 "s" "s.bmp" "e" "e.bmp" "STANDING" 4 1783 "s" "s" 1
10 2 2 "experimental" 127 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 1018 "s" "s" 1
10 2 2 "experimental" 128 "s" "s.bmp" "u" "u.bmp" "STANDING" 4 984 "s" "s" 1
10 2 3 "experimental" 1 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 1522 "h" "h" 1
10 2 3 "experimental" 2 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 878 "h" "h" 1
10 2 3 "experimental" 3 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 898 "s" "s" 1
10 2 3 "experimental" 4 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 1340 "h" "h" 1
10 2 3 "experimental" 5 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 877 "s" "s" 1
10 2 3 "experimental" 6 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 998 "s" "s" 1
10 2 3 "experimental" 7 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 865 "h" "h" 1
10 2 3 "experimental" 8 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 841 "s" "s" 1
10 2 3 "experimental" 9 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 852 "s" "s" 1
10 2 3 "experimental" 10 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 890 "h" "h" 1
10 2 3 "experimental" 11 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 941 "s" "s" 1
10 2 3 "experimental" 12 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 944 "h" "h" 1
10 2 3 "experimental" 13 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 1235 "s" "s" 1
10 2 3 "experimental" 14 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 868 "h" "h" 1
10 2 3 "experimental" 15 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 981 "h" "h" 1
10 2 3 "experimental" 16 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 939 "s" "s" 1
10 2 3 "experimental" 17 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 757 "s" "s" 1
10 2 3 "experimental" 18 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 872 "h" "h" 1
10 2 3 "experimental" 19 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 1321 "h" "h" 1
10 2 3 "experimental" 20 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 998 "h" "h" 1
10 2 3 "experimental" 21 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 717 "s" "s" 1
10 2 3 "experimental" 22 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 892 "h" "h" 1
10 2 3 "experimental" 23 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 769 "s" "s" 1
10 2 3 "experimental" 24 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 834 "s" "s" 1
10 2 3 "experimental" 25 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 693 "s" "s" 1
10 2 3 "experimental" 26 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 1090 "h" "h" 1
10 2 3 "experimental" 27 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 844 "s" "s" 1
10 2 3 "experimental" 28 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 921 "s" "s" 1
10 2 3 "experimental" 29 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 858 "h" "h" 1
10 2 3 "experimental" 30 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 783 "s" "s" 1
10 2 3 "experimental" 31 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 1388 "h" "h" 1
10 2 3 "experimental" 32 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 1411 "h" "h" 1
10 2 3 "experimental" 33 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 1237 "h" "h" 1
10 2 3 "experimental" 34 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 1189 "h" "h" 1
10 2 3 "experimental" 35 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 1018 "s" "s" 1
10 2 3 "experimental" 36 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 1320 "s" "s" 1
10 2 3 "experimental" 37 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 1100 "s" "s" 1
10 2 3 "experimental" 38 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 1214 "s" "s" 1
10 2 3 "experimental" 39 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 1201 "h" "h" 1
10 2 3 "experimental" 40 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 1107 "h" "h" 1
10 2 3 "experimental" 41 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 1113 "s" "s" 1
10 2 3 "experimental" 42 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 1180 "h" "h" 1
10 2 3 "experimental" 43 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 1148 "s" "s" 1
10 2 3 "experimental" 44 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 1046 "s" "s" 1
10 2 3 "experimental" 45 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 1312 "s" "s" 1
10 2 3 "experimental" 46 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 1500 "h" "h" 1
10 2 3 "experimental" 47 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 2044 "h" "h" 1
10 2 3 "experimental" 48 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 1054 "h" "h" 1
10 2 3 "experimental" 49 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 872 "s" "s" 1
10 2 3 "experimental" 50 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 1331 "h" "h" 1
10 2 3 "experimental" 51 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 869 "s" "s" 1
10 2 3 "experimental" 52 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 949 "s" "s" 1
10 2 3 "experimental" 53 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 1054 "h" "h" 1
10 2 3 "experimental" 54 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 1141 "s" "s" 1
10 2 3 "experimental" 55 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 996 "h" "h" 1
10 2 3 "experimental" 56 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 1127 "h" "h" 1
10 2 3 "experimental" 57 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 968 "s" "s" 1
10 2 3 "experimental" 58 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 975 "s" "s" 1
10 2 3 "experimental" 59 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 1350 "s" "s" 1
10 2 3 "experimental" 60 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 1934 "h" "h" 1
10 2 3 "experimental" 61 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 800 "h" "h" 1
10 2 3 "experimental" 62 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 1220 "s" "s" 1
10 2 3 "experimental" 63 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 875 "h" "h" 1
10 2 3 "experimental" 64 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 1148 "h" "h" 1
10 2 3 "experimental" 65 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 1151 "h" "h" 1
10 2 3 "experimental" 66 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 986 "h" "h" 1
10 2 3 "experimental" 67 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 1073 "s" "s" 1
10 2 3 "experimental" 68 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 851 "h" "h" 1
10 2 3 "experimental" 69 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 1021 "s" "s" 1
10 2 3 "experimental" 70 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 1169 "h" "s" 0
10 2 3 "experimental" 71 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 1369 "s" "s" 1
10 2 3 "experimental" 72 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 1186 "h" "h" 1
10 2 3 "experimental" 73 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 1060 "s" "s" 1
10 2 3 "experimental" 74 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 1098 "s" "s" 1
10 2 3 "experimental" 75 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 1531 "h" "h" 1
10 2 3 "experimental" 76 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 1312 "h" "h" 1
10 2 3 "experimental" 77 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 1043 "h" "h" 1
10 2 3 "experimental" 78 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 965 "s" "s" 1
10 2 3 "experimental" 79 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 1091 "s" "s" 1
10 2 3 "experimental" 80 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 951 "h" "h" 1
10 2 3 "experimental" 81 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 905 "s" "s" 1
10 2 3 "experimental" 82 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 1753 "h" "h" 1
10 2 3 "experimental" 83 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 1003 "s" "s" 1
10 2 3 "experimental" 84 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 1071 "s" "s" 1
10 2 3 "experimental" 85 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 1601 "h" "h" 1
10 2 3 "experimental" 86 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 1131 "s" "s" 1
10 2 3 "experimental" 87 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 1312 "h" "h" 1
10 2 3 "experimental" 88 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 1003 "h" "h" 1
10 2 3 "experimental" 89 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 850 "s" "s" 1
10 2 3 "experimental" 90 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 1007 "s" "s" 1
10 2 3 "experimental" 91 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 1011 "h" "h" 1
10 2 3 "experimental" 92 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 776 "h" "h" 1
10 2 3 "experimental" 93 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 828 "s" "s" 1
10 2 3 "experimental" 94 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 1100 "h" "h" 1
10 2 3 "experimental" 95 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 919 "h" "h" 1
10 2 3 "experimental" 96 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 1086 "s" "s" 1
10 2 3 "experimental" 97 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 1168 "s" "s" 1
10 2 3 "experimental" 98 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 1181 "s" "s" 1
10 2 3 "experimental" 99 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 1334 "h" "h" 1
10 2 3 "experimental" 100 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 962 "s" "s" 1
10 2 3 "experimental" 101 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 1178 "h" "h" 1
10 2 3 "experimental" 102 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 1082 "h" "h" 1
10 2 3 "experimental" 103 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 911 "s" "s" 1
10 2 3 "experimental" 104 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 1002 "h" "h" 1
10 2 3 "experimental" 105 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 1089 "s" "s" 1
10 2 3 "experimental" 106 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 1272 "h" "h" 1
10 2 3 "experimental" 107 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 1127 "s" "s" 1
10 2 3 "experimental" 108 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 1478 "s" "s" 1
10 2 3 "experimental" 109 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 1033 "h" "h" 1
10 2 3 "experimental" 110 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 995 "s" "s" 1
10 2 3 "experimental" 111 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 958 "h" "h" 1
10 2 3 "experimental" 112 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 1355 "h" "h" 1
10 2 3 "experimental" 113 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 1084 "s" "s" 1
10 2 3 "experimental" 114 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 1318 "h" "h" 1
10 2 3 "experimental" 115 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 1163 "h" "h" 1
10 2 3 "experimental" 116 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 1167 "h" "h" 1
10 2 3 "experimental" 117 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 1442 "s" "s" 1
10 2 3 "experimental" 118 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 1049 "s" "s" 1
10 2 3 "experimental" 119 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 1312 "h" "h" 1
10 2 3 "experimental" 120 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 1079 "s" "s" 1
10 2 3 "experimental" 121 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 1115 "h" "h" 1
