"sj" "cb" "blockNumber" "blockType" "trialNum" "target" "targetImage" "distractor" "distractorImage" "posture" "setSize" "rt" "resp" "cresp" "ac"
32 2 3 "experimental" 1 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 806 "s" "s" 1
32 2 3 "experimental" 2 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 672 "h" "h" 1
32 2 3 "experimental" 3 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 660 "h" "h" 1
32 2 3 "experimental" 4 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 649 "s" "s" 1
32 2 3 "experimental" 5 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 623 "s" "s" 1
32 2 3 "experimental" 6 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 647 "h" "h" 1
32 2 3 "experimental" 7 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 583 "h" "h" 1
32 2 3 "experimental" 8 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 534 "s" "s" 1
32 2 3 "experimental" 9 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 547 "s" "s" 1
32 2 3 "experimental" 10 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 1051 "s" "s" 1
32 2 3 "experimental" 11 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 822 "s" "s" 1
32 2 3 "experimental" 12 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 631 "h" "h" 1
32 2 3 "experimental" 13 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 595 "s" "s" 1
32 2 3 "experimental" 14 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 562 "s" "h" 0
32 2 3 "experimental" 15 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 644 "h" "h" 1
32 2 3 "experimental" 16 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 579 "h" "h" 1
32 2 3 "experimental" 17 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 750 "s" "s" 1
32 2 3 "experimental" 18 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 630 "h" "h" 1
32 2 3 "experimental" 19 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 1091 "h" "h" 1
32 2 3 "experimental" 20 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 889 "s" "s" 1
32 2 3 "experimental" 21 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 688 "h" "h" 1
32 2 3 "experimental" 22 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 889 "s" "s" 1
32 2 3 "experimental" 23 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 984 "h" "h" 1
32 2 3 "experimental" 24 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 982 "s" "s" 1
32 2 3 "experimental" 25 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 835 "h" "h" 1
32 2 3 "experimental" 26 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 727 "h" "h" 1
32 2 3 "experimental" 27 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 866 "h" "h" 1
32 2 3 "experimental" 28 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 700 "s" "s" 1
32 2 3 "experimental" 29 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 763 "s" "s" 1
32 2 3 "experimental" 30 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 851 "s" "s" 1
32 2 3 "experimental" 31 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 576 "s" "s" 1
32 2 3 "experimental" 32 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 611 "h" "h" 1
32 2 3 "experimental" 33 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 564 "h" "h" 1
32 2 3 "experimental" 34 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 534 "s" "s" 1
32 2 3 "experimental" 35 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 669 "h" "h" 1
32 2 3 "experimental" 36 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 727 "h" "h" 1
32 2 3 "experimental" 37 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 928 "s" "s" 1
32 2 3 "experimental" 38 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 692 "h" "h" 1
32 2 3 "experimental" 39 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 719 "s" "s" 1
32 2 3 "experimental" 40 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 632 "s" "s" 1
32 2 3 "experimental" 41 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 540 "s" "s" 1
32 2 3 "experimental" 42 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 583 "h" "h" 1
32 2 3 "experimental" 43 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 632 "s" "s" 1
32 2 3 "experimental" 44 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 1169 "h" "h" 1
32 2 3 "experimental" 45 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 793 "s" "s" 1
32 2 3 "experimental" 46 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 867 "h" "h" 1
32 2 3 "experimental" 47 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 533 "s" "s" 1
32 2 3 "experimental" 48 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 1146 "h" "h" 1
32 2 3 "experimental" 49 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 693 "s" "s" 1
32 2 3 "experimental" 50 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 610 "h" "h" 1
32 2 3 "experimental" 51 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 787 "s" "s" 1
32 2 3 "experimental" 52 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 687 "s" "s" 1
32 2 3 "experimental" 53 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 796 "h" "h" 1
32 2 3 "experimental" 54 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 618 "h" "h" 1
32 2 3 "experimental" 55 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 596 "s" "s" 1
32 2 3 "experimental" 56 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 637 "h" "h" 1
32 2 3 "experimental" 57 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 667 "h" "h" 1
32 2 3 "experimental" 58 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 669 "h" "h" 1
32 2 3 "experimental" 59 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 579 "s" "s" 1
32 2 3 "experimental" 60 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 699 "h" "h" 1
32 2 3 "experimental" 61 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 574 "s" "s" 1
32 2 3 "experimental" 62 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 521 "s" "s" 1
32 2 3 "experimental" 63 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 502 "s" "s" 1
32 2 3 "experimental" 64 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 510 "s" "h" 0
32 2 3 "experimental" 65 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 656 "s" "s" 1
32 2 3 "experimental" 66 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 765 "h" "h" 1
32 2 3 "experimental" 67 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 750 "h" "h" 1
32 2 3 "experimental" 68 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 749 "s" "s" 1
32 2 3 "experimental" 69 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 723 "s" "s" 1
32 2 3 "experimental" 70 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 669 "h" "h" 1
32 2 3 "experimental" 71 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 583 "h" "h" 1
32 2 3 "experimental" 72 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 868 "s" "s" 1
32 2 3 "experimental" 73 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 716 "h" "h" 1
32 2 3 "experimental" 74 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 862 "h" "h" 1
32 2 3 "experimental" 75 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 589 "h" "h" 1
32 2 3 "experimental" 76 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 673 "s" "s" 1
32 2 3 "experimental" 77 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 580 "s" "s" 1
32 2 3 "experimental" 78 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 690 "h" "h" 1
32 2 3 "experimental" 79 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 604 "s" "s" 1
32 2 3 "experimental" 80 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 643 "s" "s" 1
32 2 3 "experimental" 81 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 753 "s" "s" 1
32 2 3 "experimental" 82 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 809 "s" "s" 1
32 2 3 "experimental" 83 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 529 "s" "s" 1
32 2 3 "experimental" 84 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 643 "h" "h" 1
32 2 3 "experimental" 85 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 802 "h" "h" 1
32 2 3 "experimental" 86 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 623 "h" "h" 1
32 2 3 "experimental" 87 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 819 "h" "h" 1
32 2 3 "experimental" 88 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 861 "s" "s" 1
32 2 3 "experimental" 89 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 587 "s" "s" 1
32 2 3 "experimental" 90 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 698 "s" "s" 1
32 2 3 "experimental" 91 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 736 "h" "h" 1
32 2 3 "experimental" 92 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 522 "s" "s" 1
32 2 3 "experimental" 93 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 904 "h" "h" 1
32 2 3 "experimental" 94 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 550 "h" "h" 1
32 2 3 "experimental" 95 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 454 "h" "h" 1
32 2 3 "experimental" 96 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 628 "s" "s" 1
32 2 3 "experimental" 97 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 899 "h" "h" 1
32 2 3 "experimental" 98 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 811 "s" "s" 1
32 2 3 "experimental" 99 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 503 "h" "h" 1
32 2 3 "experimental" 100 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 672 "h" "h" 1
32 2 3 "experimental" 101 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 995 "h" "h" 1
32 2 3 "experimental" 102 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 776 "s" "s" 1
32 2 3 "experimental" 103 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 642 "s" "s" 1
32 2 3 "experimental" 104 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 617 "s" "s" 1
32 2 3 "experimental" 105 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 500 "s" "s" 1
32 2 3 "experimental" 106 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 739 "h" "h" 1
32 2 3 "experimental" 107 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 640 "s" "h" 0
32 2 3 "experimental" 108 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 629 "s" "s" 1
32 2 3 "experimental" 109 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 505 "h" "h" 1
32 2 3 "experimental" 110 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 563 "h" "h" 1
32 2 3 "experimental" 111 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 716 "s" "s" 1
32 2 3 "experimental" 112 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 613 "s" "s" 1
32 2 3 "experimental" 113 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 576 "h" "h" 1
32 2 3 "experimental" 114 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 724 "h" "h" 1
32 2 3 "experimental" 115 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 939 "s" "s" 1
32 2 3 "experimental" 116 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 586 "h" "h" 1
32 2 3 "experimental" 117 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 554 "s" "s" 1
32 2 3 "experimental" 118 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 548 "s" "s" 1
32 2 3 "experimental" 119 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 524 "s" "s" 1
32 2 3 "experimental" 120 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 628 "h" "h" 1
32 2 3 "experimental" 121 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 537 "s" "s" 1
32 2 3 "experimental" 122 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 789 "h" "h" 1
32 2 3 "experimental" 123 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 803 "h" "h" 1
32 2 3 "experimental" 124 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 595 "s" "s" 1
32 2 3 "experimental" 125 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 594 "s" "s" 1
32 2 3 "experimental" 126 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 737 "h" "h" 1
32 2 3 "experimental" 127 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 541 "s" "s" 1
32 2 3 "experimental" 128 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 1084 "h" "h" 1
33 1 2 "experimental" 1 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 705 "h" "h" 1
33 1 2 "experimental" 2 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 729 "s" "s" 1
33 1 2 "experimental" 3 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 644 "s" "s" 1
33 1 2 "experimental" 4 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 962 "h" "h" 1
33 1 2 "experimental" 5 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 751 "h" "h" 1
33 1 2 "experimental" 6 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 830 "h" "h" 1
33 1 2 "experimental" 7 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 840 "s" "s" 1
33 1 2 "experimental" 8 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 1220 "s" "s" 1
33 1 2 "experimental" 9 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 666 "h" "h" 1
33 1 2 "experimental" 10 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 634 "s" "s" 1
33 1 2 "experimental" 11 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 1073 "h" "h" 1
33 1 2 "experimental" 12 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 711 "h" "h" 1
33 1 2 "experimental" 13 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 589 "s" "s" 1
33 1 2 "experimental" 14 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 1198 "h" "h" 1
33 1 2 "experimental" 15 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 692 "s" "s" 1
33 1 2 "experimental" 16 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 713 "s" "s" 1
33 1 2 "experimental" 17 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 922 "s" "s" 1
33 1 2 "experimental" 18 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 640 "h" "h" 1
33 1 2 "experimental" 19 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 600 "s" "s" 1
33 1 2 "experimental" 20 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 957 "h" "h" 1
33 1 2 "experimental" 21 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 596 "s" "s" 1
33 1 2 "experimental" 22 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 594 "h" "h" 1
33 1 2 "experimental" 23 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 906 "s" "s" 1
33 1 2 "experimental" 24 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 670 "h" "h" 1
33 1 2 "experimental" 25 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 650 "s" "s" 1
33 1 2 "experimental" 26 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 1089 "s" "s" 1
33 1 2 "experimental" 27 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 716 "h" "h" 1
33 1 2 "experimental" 28 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 604 "s" "s" 1
33 1 2 "experimental" 29 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 644 "s" "s" 1
33 1 2 "experimental" 30 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 620 "h" "h" 1
33 1 2 "experimental" 31 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 830 "h" "h" 1
33 1 2 "experimental" 32 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 914 "h" "h" 1
33 1 2 "experimental" 33 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 784 "h" "h" 1
33 1 2 "experimental" 34 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 964 "h" "h" 1
33 1 2 "experimental" 35 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 667 "h" "h" 1
33 1 2 "experimental" 36 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 904 "s" "s" 1
33 1 2 "experimental" 37 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 877 "s" "s" 1
33 1 2 "experimental" 38 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 702 "s" "s" 1
33 1 2 "experimental" 39 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 883 "h" "h" 1
33 1 2 "experimental" 40 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 719 "s" "s" 1
33 1 2 "experimental" 41 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 871 "h" "h" 1
33 1 2 "experimental" 42 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 791 "h" "h" 1
33 1 2 "experimental" 43 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 636 "s" "s" 1
33 1 2 "experimental" 44 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 657 "s" "s" 1
33 1 2 "experimental" 45 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 626 "s" "s" 1
33 1 2 "experimental" 46 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 1406 "h" "h" 1
33 1 2 "experimental" 47 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 718 "s" "s" 1
33 1 2 "experimental" 48 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 1297 "h" "h" 1
33 1 2 "experimental" 49 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 641 "h" "h" 1
33 1 2 "experimental" 50 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 693 "s" "s" 1
33 1 2 "experimental" 51 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 973 "h" "h" 1
33 1 2 "experimental" 52 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 930 "s" "s" 1
33 1 2 "experimental" 53 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 775 "h" "h" 1
33 1 2 "experimental" 54 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 734 "s" "s" 1
33 1 2 "experimental" 55 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 911 "h" "h" 1
33 1 2 "experimental" 56 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 792 "s" "s" 1
33 1 2 "experimental" 57 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 652 "s" "s" 1
33 1 2 "experimental" 58 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 845 "s" "s" 1
33 1 2 "experimental" 59 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 801 "s" "s" 1
33 1 2 "experimental" 60 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 927 "s" "s" 1
33 1 2 "experimental" 61 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 590 "h" "h" 1
33 1 2 "experimental" 62 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 853 "h" "h" 1
33 1 2 "experimental" 63 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 875 "h" "h" 1
33 1 2 "experimental" 64 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 853 "h" "h" 1
33 1 2 "experimental" 65 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 1257 "s" "s" 1
33 1 2 "experimental" 66 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 821 "h" "h" 1
33 1 2 "experimental" 67 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 805 "s" "s" 1
33 1 2 "experimental" 68 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 725 "h" "h" 1
33 1 2 "experimental" 69 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 1104 "h" "h" 1
33 1 2 "experimental" 70 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 1179 "h" "h" 1
33 1 2 "experimental" 71 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 896 "s" "s" 1
33 1 2 "experimental" 72 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 836 "s" "s" 1
33 1 2 "experimental" 73 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 1035 "h" "h" 1
33 1 2 "experimental" 74 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 823 "s" "s" 1
33 1 2 "experimental" 75 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 1053 "h" "h" 1
33 1 2 "experimental" 76 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 556 "s" "s" 1
33 1 2 "experimental" 77 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 835 "h" "h" 1
33 1 2 "experimental" 78 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 1174 "h" "h" 1
33 1 2 "experimental" 79 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 1022 "s" "s" 1
33 1 2 "experimental" 80 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 942 "s" "s" 1
33 1 2 "experimental" 81 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 856 "s" "s" 1
33 1 2 "experimental" 82 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 846 "s" "s" 1
33 1 2 "experimental" 83 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 787 "h" "h" 1
33 1 2 "experimental" 84 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 1079 "h" "h" 1
33 1 2 "experimental" 85 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 911 "h" "h" 1
33 1 2 "experimental" 86 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 787 "s" "s" 1
33 1 2 "experimental" 87 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 906 "h" "h" 1
33 1 2 "experimental" 88 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 628 "s" "s" 1
33 1 2 "experimental" 89 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 967 "s" "s" 1
33 1 2 "experimental" 90 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 873 "h" "h" 1
33 1 2 "experimental" 91 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 687 "s" "s" 1
33 1 2 "experimental" 92 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 796 "s" "s" 1
33 1 2 "experimental" 93 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 806 "h" "h" 1
33 1 2 "experimental" 94 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 982 "h" "h" 1
33 1 2 "experimental" 95 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 743 "h" "h" 1
33 1 2 "experimental" 96 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 814 "s" "s" 1
33 1 2 "experimental" 97 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 876 "h" "h" 1
33 1 2 "experimental" 98 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 653 "h" "h" 1
33 1 2 "experimental" 99 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 797 "h" "h" 1
33 1 2 "experimental" 100 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 843 "s" "s" 1
33 1 2 "experimental" 101 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 959 "s" "s" 1
33 1 2 "experimental" 102 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 637 "h" "h" 1
33 1 2 "experimental" 103 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 641 "s" "s" 1
33 1 2 "experimental" 104 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 791 "s" "s" 1
33 1 2 "experimental" 105 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 989 "h" "h" 1
33 1 2 "experimental" 106 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 973 "s" "s" 1
33 1 2 "experimental" 107 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 900 "s" "s" 1
33 1 2 "experimental" 108 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 789 "h" "h" 1
33 1 2 "experimental" 109 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 927 "s" "s" 1
33 1 2 "experimental" 110 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 700 "h" "h" 1
33 1 2 "experimental" 111 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 803 "h" "h" 1
33 1 2 "experimental" 112 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 1060 "s" "s" 1
33 1 2 "experimental" 113 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 688 "h" "h" 1
33 1 2 "experimental" 114 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 564 "h" "h" 1
33 1 2 "experimental" 115 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 672 "h" "h" 1
33 1 2 "experimental" 116 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 771 "s" "s" 1
33 1 2 "experimental" 117 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 789 "s" "s" 1
33 1 2 "experimental" 118 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 648 "h" "h" 1
33 1 2 "experimental" 119 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 990 "s" "s" 1
33 1 2 "experimental" 120 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 1337 "s" "s" 1
33 1 2 "experimental" 121 "s" "s.bmp" "e" "e.bmp" "SITTING" 8 911 "s" "s" 1
33 1 2 "experimental" 122 "s" "s.bmp" "e" "e.bmp" "SITTING" 4 773 "s" "s" 1
33 1 2 "experimental" 123 "h" "h.bmp" "u" "u.bmp" "SITTING" 8 617 "h" "h" 1
33 1 2 "experimental" 124 "h" "h.bmp" "e" "e.bmp" "SITTING" 4 521 "s" "h" 0
33 1 2 "experimental" 125 "s" "s.bmp" "u" "u.bmp" "SITTING" 4 980 "s" "s" 1
33 1 2 "experimental" 126 "h" "h.bmp" "u" "u.bmp" "SITTING" 4 712 "h" "h" 1
33 1 2 "experimental" 127 "h" "h.bmp" "e" "e.bmp" "SITTING" 8 770 "h" "h" 1
33 1 2 "experimental" 128 "s" "s.bmp" "u" "u.bmp" "SITTING" 8 583 "s" "s" 1
33 1 3 "experimental" 1 "s" "s.bmp" "e" "e.bmp" "STANDING" 8 708 "s" "s" 1
